"Fecha","Hora","PVPC","Dia"
"2016/02/13","16",83.78548728,"sábado"
"2016/02/13","17",84.09374697,"sábado"
"2016/02/13","18",85.64918455,"sábado"
"2016/02/13","19",87.45447641,"sábado"
"2016/02/13","20",98.32123784,"sábado"
"2016/02/13","21",100.77434045,"sábado"
"2016/02/13","22",100.83114101,"sábado"
"2016/02/13","23",95.20856095,"sábado"
"2016/02/13","24",28.41247685,"sábado"
"2016/02/14","1",24.67248808,"domingo"
"2016/02/14","2",19.85584229,"domingo"
"2016/02/14","3",15.87150301,"domingo"
"2016/02/14","4",16.18675855,"domingo"
"2016/02/14","5",15.62988373,"domingo"
"2016/02/14","6",15.45759704,"domingo"
"2016/02/14","7",14.16289776,"domingo"
"2016/02/14","8",17.33252216,"domingo"
"2016/02/14","9",18.84277307,"domingo"
"2016/02/14","10",21.4156043,"domingo"
"2016/02/14","11",22.24313471,"domingo"
"2016/02/14","12",23.71058717,"domingo"
"2016/02/14","13",21.98184758,"domingo"
"2016/02/14","14",85.94672921,"domingo"
"2016/02/14","15",86.96621772,"domingo"
"2016/02/14","16",85.64785598,"domingo"
"2016/02/14","17",85.89237834,"domingo"
"2016/02/14","18",85.06168542,"domingo"
"2016/02/14","19",87.42390225,"domingo"
"2016/02/14","20",94.52100194,"domingo"
"2016/02/14","21",100.3467566,"domingo"
"2016/02/14","22",99.79389983,"domingo"
"2016/02/14","23",99.53691536,"domingo"
"2016/02/14","24",31.44736808,"domingo"
"2016/02/15","1",33.13464808,"lunes"
"2016/02/15","2",20.68457711,"lunes"
"2016/02/15","3",17.54941819,"lunes"
"2016/02/15","4",17.03538668,"lunes"
"2016/02/15","5",16.93956222,"lunes"
"2016/02/15","6",18.86597071,"lunes"
"2016/02/15","7",23.26337474,"lunes"
"2016/02/15","8",40.78488995,"lunes"
"2016/02/15","9",45.18147077,"lunes"
"2016/02/15","10",43.39071125,"lunes"
"2016/02/15","11",39.91967387,"lunes"
"2016/02/15","12",36.16799223,"lunes"
"2016/02/15","13",31.64569223,"lunes"
"2016/02/15","14",96.97792852,"lunes"
"2016/02/15","15",94.42318318,"lunes"
"2016/02/15","16",94.99881933,"lunes"
"2016/02/15","17",96.21091436,"lunes"
"2016/02/15","18",97.25838765,"lunes"
"2016/02/15","19",103.88741796,"lunes"
"2016/02/15","20",119.19160703,"lunes"
"2016/02/15","21",120.35164728,"lunes"
"2016/02/15","22",113.51069045,"lunes"
"2016/02/15","23",107.67672542,"lunes"
"2016/02/15","24",34.0420125,"lunes"
"2016/02/16","1",43.49911086,"martes"
"2016/02/16","2",27.36725927,"martes"
"2016/02/16","3",25.10320963,"martes"
"2016/02/16","4",23.40638481,"martes"
"2016/02/16","5",23.38968999,"martes"
"2016/02/16","6",28.27589071,"martes"
"2016/02/16","7",38.55896215,"martes"
"2016/02/16","8",55.06097036,"martes"
"2016/02/16","9",59.41380077,"martes"
"2016/02/16","10",58.7338592,"martes"
"2016/02/16","11",53.17442551,"martes"
"2016/02/16","12",51.08348633,"martes"
"2016/02/16","13",47.80730879,"martes"
"2016/02/16","14",112.68239231,"martes"
"2016/02/16","15",112.45132728,"martes"
"2016/02/16","16",113.62665225,"martes"
"2016/02/16","17",116.13314492,"martes"
"2016/02/16","18",121.0290038,"martes"
"2016/02/16","19",136.1951597,"martes"
"2016/02/16","20",139.17354554,"martes"
"2016/02/16","21",138.07466902,"martes"
"2016/02/16","22",141.11726306,"martes"
"2016/02/16","23",127.88686244,"martes"
"2016/02/16","24",55.88693906,"martes"
"2016/02/17","1",57.85580881,"miércoles"
"2016/02/17","2",46.05021409,"miércoles"
"2016/02/17","3",43.14239704,"miércoles"
"2016/02/17","4",41.29842222,"miércoles"
"2016/02/17","5",39.9508474,"miércoles"
"2016/02/17","6",40.82254294,"miércoles"
"2016/02/17","7",49.42532179,"miércoles"
"2016/02/17","8",62.52273282,"miércoles"
"2016/02/17","9",67.26941364,"miércoles"
"2016/02/17","10",65.63238084,"miércoles"
"2016/02/17","11",62.69011674,"miércoles"
"2016/02/17","12",58.69085674,"miércoles"
"2016/02/17","13",53.87143838,"miércoles"
"2016/02/17","14",120.30913026,"miércoles"
"2016/02/17","15",117.83650523,"miércoles"
"2016/02/17","16",117.8689802,"miércoles"
"2016/02/17","17",117.25916728,"miércoles"
"2016/02/17","18",118.58049734,"miércoles"
"2016/02/17","19",123.14468765,"miércoles"
"2016/02/17","20",132.22605672,"miércoles"
"2016/02/17","21",131.57351579,"miércoles"
"2016/02/17","22",127.81718455,"miércoles"
"2016/02/17","23",122.19592952,"miércoles"
"2016/02/17","24",54.79361537,"miércoles"
"2016/02/18","1",48.57854291,"jueves"
"2016/02/18","2",37.76016481,"jueves"
"2016/02/18","3",38.20825186,"jueves"
"2016/02/18","4",31.85528445,"jueves"
"2016/02/18","5",30.58646222,"jueves"
"2016/02/18","6",32.81061035,"jueves"
"2016/02/18","7",44.5406992,"jueves"
"2016/02/18","8",62.95731323,"jueves"
"2016/02/18","9",65.32259405,"jueves"
"2016/02/18","10",62.60571125,"jueves"
"2016/02/18","11",60.70700551,"jueves"
"2016/02/18","12",57.19827469,"jueves"
"2016/02/18","13",53.74103551,"jueves"
"2016/02/18","14",118.52585498,"jueves"
"2016/02/18","15",120.02256995,"jueves"
"2016/02/18","16",119.47929051,"jueves"
"2016/02/18","17",119.26953759,"jueves"
"2016/02/18","18",120.14541647,"jueves"
"2016/02/18","19",125.44076678,"jueves"
"2016/02/18","20",135.05111026,"jueves"
"2016/02/18","21",130.72166933,"jueves"
"2016/02/18","22",130.98728809,"jueves"
"2016/02/18","23",122.73924629,"jueves"
"2016/02/18","24",54.36002619,"jueves"
"2016/02/19","1",52.20411004,"viernes"
"2016/02/19","2",40.79175517,"viernes"
"2016/02/19","3",39.37863704,"viernes"
"2016/02/19","4",35.30173445,"viernes"
"2016/02/19","5",34.24086222,"viernes"
"2016/02/19","6",39.41075927,"viernes"
"2016/02/19","7",44.57193481,"viernes"
"2016/02/19","8",64.02316922,"viernes"
"2016/02/19","9",66.86722676,"viernes"
"2016/02/19","10",62.93367396,"viernes"
"2016/02/19","11",61.0878674,"viernes"
"2016/02/19","12",57.71196125,"viernes"
"2016/02/19","13",55.66956002,"viernes"
"2016/02/19","14",122.47507436,"viernes"
"2016/02/19","15",121.73711405,"viernes"
"2016/02/19","16",118.03193641,"viernes"
"2016/02/19","17",117.36815436,"viernes"
"2016/02/19","18",121.69498641,"viernes"
"2016/02/19","19",126.88067113,"viernes"
"2016/02/19","20",134.19710964,"viernes"
"2016/02/19","21",136.3340243,"viernes"
"2016/02/19","22",136.7607566,"viernes"
"2016/02/19","23",128.05635629,"viernes"
"2016/02/19","24",54.80255496,"viernes"
"2016/02/20","1",56.1499084,"sábado"
"2016/02/20","2",47.53923114,"sábado"
"2016/02/20","3",43.00086927,"sábado"
"2016/02/20","4",41.07091963,"sábado"
"2016/02/20","5",38.46758481,"sábado"
"2016/02/20","6",37.5967733,"sábado"
"2016/02/20","7",39.05490769,"sábado"
"2016/02/20","8",45.8894715,"sábado"
"2016/02/20","9",52.01193446,"sábado"
"2016/02/20","10",53.28933528,"sábado"
"2016/02/20","11",55.03726651,"sábado"
"2016/02/20","12",52.403492,"sábado"
"2016/02/20","13",51.93564913,"sábado"
"2016/02/20","14",116.68123784,"sábado"
"2016/02/20","15",117.6465566,"sábado"
"2016/02/20","16",112.82580728,"sábado"
"2016/02/20","17",112.35248697,"sábado"
"2016/02/20","18",116.10803455,"sábado"
"2016/02/20","19",119.78539641,"sábado"
"2016/02/20","20",127.67275784,"sábado"
"2016/02/20","21",130.08164045,"sábado"
"2016/02/20","22",127.29953101,"sábado"
"2016/02/20","23",122.58486095,"sábado"
"2016/02/20","24",53.18727685,"sábado"
"2016/02/21","1",51.69472808,"domingo"
"2016/02/21","2",35.95297229,"domingo"
"2016/02/21","3",28.23615301,"domingo"
"2016/02/21","4",22.34290855,"domingo"
"2016/02/21","5",20.95674373,"domingo"
"2016/02/21","6",21.68095704,"domingo"
"2016/02/21","7",21.81953776,"domingo"
"2016/02/21","8",24.40028216,"domingo"
"2016/02/21","9",26.26612307,"domingo"
"2016/02/21","10",37.9345043,"domingo"
"2016/02/21","11",43.78563471,"domingo"
"2016/02/21","12",44.15819717,"domingo"
"2016/02/21","13",42.94118758,"domingo"
"2016/02/21","14",110.82374921,"domingo"
"2016/02/21","15",110.33849772,"domingo"
"2016/02/21","16",104.11495598,"domingo"
"2016/02/21","17",99.81719834,"domingo"
"2016/02/21","18",105.17796542,"domingo"
"2016/02/21","19",115.39065225,"domingo"
"2016/02/21","20",128.62876194,"domingo"
"2016/02/21","21",140.8809566,"domingo"
"2016/02/21","22",141.57393983,"domingo"
"2016/02/21","23",135.85083536,"domingo"
"2016/02/21","24",62.88744808,"domingo"
"2016/02/22","1",64.94824808,"lunes"
"2016/02/22","2",49.42091711,"lunes"
"2016/02/22","3",46.57077819,"lunes"
"2016/02/22","4",44.40370668,"lunes"
"2016/02/22","5",43.93644222,"lunes"
"2016/02/22","6",45.43316071,"lunes"
"2016/02/22","7",49.65403474,"lunes"
"2016/02/22","8",68.19818995,"lunes"
"2016/02/22","9",71.45562077,"lunes"
"2016/02/22","10",69.52446125,"lunes"
"2016/02/22","11",66.50981387,"lunes"
"2016/02/22","12",62.67308223,"lunes"
"2016/02/22","13",55.43740223,"lunes"
"2016/02/22","14",120.87500852,"lunes"
"2016/02/22","15",119.10198318,"lunes"
"2016/02/22","16",113.86096933,"lunes"
"2016/02/22","17",112.58415436,"lunes"
"2016/02/22","18",113.81303765,"lunes"
"2016/02/22","19",123.40069796,"lunes"
"2016/02/22","20",129.23527703,"lunes"
"2016/02/22","21",132.40748728,"lunes"
"2016/02/22","22",130.49249045,"lunes"
"2016/02/22","23",120.61222542,"lunes"
"2016/02/22","24",51.1295125,"lunes"
"2016/02/23","1",49.46745086,"martes"
"2016/02/23","2",39.53692927,"martes"
"2016/02/23","3",33.44710963,"martes"
"2016/02/23","4",29.56778481,"martes"
"2016/02/23","5",30.21229999,"martes"
"2016/02/23","6",35.36726071,"martes"
"2016/02/23","7",39.71856215,"martes"
"2016/02/23","8",52.56133036,"martes"
"2016/02/23","9",55.18839077,"martes"
"2016/02/23","10",54.4554592,"martes"
"2016/02/23","11",54.29653551,"martes"
"2016/02/23","12",48.11177633,"martes"
"2016/02/23","13",48.55703879,"martes"
"2016/02/23","14",113.46845231,"martes"
"2016/02/23","15",112.70500728,"martes"
"2016/02/23","16",113.45515225,"martes"
"2016/02/23","17",112.81226492,"martes"
"2016/02/23","18",112.9106038,"martes"
"2016/02/23","19",117.3932597,"martes"
"2016/02/23","20",128.18874554,"martes"
"2016/02/23","21",133.61436902,"martes"
"2016/02/23","22",131.48300306,"martes"
"2016/02/23","23",122.94346244,"martes"
"2016/02/23","24",52.43075906,"martes"
"2016/02/24","1",46.28968881,"miércoles"
"2016/02/24","2",34.45680409,"miércoles"
"2016/02/24","3",34.18487704,"miércoles"
"2016/02/24","4",29.33026222,"miércoles"
"2016/02/24","5",28.7104474,"miércoles"
"2016/02/24","6",31.62580294,"miércoles"
"2016/02/24","7",35.93018179,"miércoles"
"2016/02/24","8",51.35615282,"miércoles"
"2016/02/24","9",52.67693364,"miércoles"
"2016/02/24","10",53.23466084,"miércoles"
"2016/02/24","11",50.54751674,"miércoles"
"2016/02/24","12",47.30577674,"miércoles"
"2016/02/24","13",45.07277838,"miércoles"
"2016/02/24","14",108.57959026,"miércoles"
"2016/02/24","15",106.55236523,"miércoles"
"2016/02/24","16",103.4729802,"miércoles"
"2016/02/24","17",107.22068728,"miércoles"
"2016/02/24","18",111.61867734,"miércoles"
"2016/02/24","19",122.13113765,"miércoles"
"2016/02/24","20",129.63941672,"miércoles"
"2016/02/24","21",123.57687579,"miércoles"
"2016/02/24","22",121.55473455,"miércoles"
"2016/02/24","23",115.55608952,"miércoles"
"2016/02/24","24",48.39548537,"miércoles"
"2016/02/25","1",42.27350291,"jueves"
"2016/02/25","2",34.45126481,"jueves"
"2016/02/25","3",28.87981186,"jueves"
"2016/02/25","4",23.13038445,"jueves"
"2016/02/25","5",20.97082222,"jueves"
"2016/02/25","6",24.41161035,"jueves"
"2016/02/25","7",35.1214992,"jueves"
"2016/02/25","8",45.32133323,"jueves"
"2016/02/25","9",52.21219405,"jueves"
"2016/02/25","10",49.76946125,"jueves"
"2016/02/25","11",47.48610551,"jueves"
"2016/02/25","12",43.51321469,"jueves"
"2016/02/25","13",42.65325551,"jueves"
"2016/02/25","14",106.15685498,"jueves"
"2016/02/25","15",104.54731995,"jueves"
"2016/02/25","16",105.01995051,"jueves"
"2016/02/25","17",104.60576759,"jueves"
"2016/02/25","18",109.00056647,"jueves"
"2016/02/25","19",115.56302678,"jueves"
"2016/02/25","20",132.85701026,"jueves"
"2016/02/25","21",126.96136933,"jueves"
"2016/02/25","22",115.43723809,"jueves"
"2016/02/25","23",114.64302629,"jueves"
"2016/02/25","24",46.98228619,"jueves"
"2016/02/26","1",43.18511004,"viernes"
"2016/02/26","2",34.90209517,"viernes"
"2016/02/26","3",33.55567704,"viernes"
"2016/02/26","4",32.81708445,"viernes"
"2016/02/26","5",32.64206222,"viernes"
"2016/02/26","6",34.74246927,"viernes"
"2016/02/26","7",39.90524481,"viernes"
"2016/02/26","8",52.60918922,"viernes"
"2016/02/26","9",55.76794676,"viernes"
"2016/02/26","10",49.43159396,"viernes"
"2016/02/26","11",47.5560674,"viernes"
"2016/02/26","12",42.23196125,"viernes"
"2016/02/26","13",40.56744002,"viernes"
"2016/02/26","14",103.56631436,"viernes"
"2016/02/26","15",102.56556405,"viernes"
"2016/02/26","16",100.25713641,"viernes"
"2016/02/26","17",98.98563436,"viernes"
"2016/02/26","18",100.35321641,"viernes"
"2016/02/26","19",100.45572113,"viernes"
"2016/02/26","20",114.96922964,"viernes"
"2016/02/26","21",115.9160243,"viernes"
"2016/02/26","22",112.1529566,"viernes"
"2016/02/26","23",102.73980629,"viernes"
"2016/02/26","24",30.71247496,"viernes"
"2016/02/27","1",21.4175084,"sábado"
"2016/02/27","2",16.16197114,"sábado"
"2016/02/27","3",14.52085927,"sábado"
"2016/02/27","4",14.41615963,"sábado"
"2016/02/27","5",13.62801481,"sábado"
"2016/02/27","6",13.2000733,"sábado"
"2016/02/27","7",14.03586769,"sábado"
"2016/02/27","8",16.6334715,"sábado"
"2016/02/27","9",18.30423446,"sábado"
"2016/02/27","10",19.04253528,"sábado"
"2016/02/27","11",20.86284651,"sábado"
"2016/02/27","12",19.067492,"sábado"
"2016/02/27","13",17.95900913,"sábado"
"2016/02/27","14",81.72379784,"sábado"
"2016/02/27","15",82.4799566,"sábado"
"2016/02/27","16",80.12524728,"sábado"
"2016/02/27","17",79.04319697,"sábado"
"2016/02/27","18",81.31943455,"sábado"
"2016/02/27","19",82.74655641,"sábado"
"2016/02/27","20",90.04699784,"sábado"
"2016/02/27","21",90.97619045,"sábado"
"2016/02/27","22",91.37364101,"sábado"
"2016/02/27","23",87.32201095,"sábado"
"2016/02/27","24",20.56112685,"sábado"
"2016/02/28","1",22.52152808,"domingo"
"2016/02/28","2",15.02787229,"domingo"
"2016/02/28","3",12.76002301,"domingo"
"2016/02/28","4",12.90655855,"domingo"
"2016/02/28","5",12.28618373,"domingo"
"2016/02/28","6",12.09423704,"domingo"
"2016/02/28","7",11.94769776,"domingo"
"2016/02/28","8",15.56852216,"domingo"
"2016/02/28","9",17.50534307,"domingo"
"2016/02/28","10",17.3197043,"domingo"
"2016/02/28","11",20.33508471,"domingo"
"2016/02/28","12",20.12328717,"domingo"
"2016/02/28","13",18.97350758,"domingo"
"2016/02/28","14",83.17976921,"domingo"
"2016/02/28","15",83.02561772,"domingo"
"2016/02/28","16",81.80107598,"domingo"
"2016/02/28","17",81.67543834,"domingo"
"2016/02/28","18",81.18734542,"domingo"
"2016/02/28","19",82.91590225,"domingo"
"2016/02/28","20",88.74588194,"domingo"
"2016/02/28","21",93.8703566,"domingo"
"2016/02/28","22",96.23223983,"domingo"
"2016/02/28","23",93.79563536,"domingo"
"2016/02/28","24",24.19592808,"domingo"
"2016/02/29","1",29.92752808,"lunes"
"2016/02/29","2",19.85316711,"lunes"
"2016/02/29","3",16.55267819,"lunes"
"2016/02/29","4",15.73814668,"lunes"
"2016/02/29","5",15.60342222,"lunes"
"2016/02/29","6",16.86410071,"lunes"
"2016/02/29","7",23.83151474,"lunes"
"2016/02/29","8",38.20368995,"lunes"
"2016/02/29","9",41.59047077,"lunes"
"2016/02/29","10",40.02696125,"lunes"
"2016/02/29","11",39.10049387,"lunes"
"2016/02/29","12",34.11641223,"lunes"
"2016/02/29","13",33.13474223,"lunes"
"2016/02/29","14",99.34536852,"lunes"
"2016/02/29","15",99.27508318,"lunes"
"2016/02/29","16",96.72127933,"lunes"
"2016/02/29","17",98.35175436,"lunes"
"2016/02/29","18",97.46808765,"lunes"
"2016/02/29","19",105.36709796,"lunes"
"2016/02/29","20",126.46705703,"lunes"
"2016/02/29","21",123.87900728,"lunes"
"2016/02/29","22",122.27549045,"lunes"
"2016/02/29","23",116.29618542,"lunes"
"2016/02/29","24",42.5170125,"lunes"
"2016/03/01","1",42.95279168,"martes"
"2016/03/01","2",32.18636035,"martes"
"2016/03/01","3",29.98344884,"martes"
"2016/03/01","4",30.62322661,"martes"
"2016/03/01","5",31.30388438,"martes"
"2016/03/01","6",32.40090769,"martes"
"2016/03/01","7",37.04982431,"martes"
"2016/03/01","8",51.06334273,"martes"
"2016/03/01","9",59.31387806,"martes"
"2016/03/01","10",58.71674977,"martes"
"2016/03/01","11",53.35176608,"martes"
"2016/03/01","12",48.8447469,"martes"
"2016/03/01","13",46.17574895,"martes"
"2016/03/01","14",111.90154355,"martes"
"2016/03/01","15",110.20080703,"martes"
"2016/03/01","16",109.67386995,"martes"
"2016/03/01","17",105.55696852,"martes"
"2016/03/01","18",105.33268976,"martes"
"2016/03/01","19",110.23115361,"martes"
"2016/03/01","20",121.29512678,"martes"
"2016/03/01","21",121.42316883,"martes"
"2016/03/01","22",121.45185989,"martes"
"2016/03/01","23",113.80520604,"martes"
"2016/03/01","24",41.31461414,"martes"
"2016/03/02","1",43.13063701,"miércoles"
"2016/03/02","2",32.33372222,"miércoles"
"2016/03/02","3",27.7883733,"miércoles"
"2016/03/02","4",27.09636366,"miércoles"
"2016/03/02","5",27.31851143,"miércoles"
"2016/03/02","6",29.47830697,"miércoles"
"2016/03/02","7",34.03425841,"miércoles"
"2016/03/02","8",42.97360052,"miércoles"
"2016/03/02","9",48.13979667,"miércoles"
"2016/03/02","10",46.8021551,"miércoles"
"2016/03/02","11",45.295451,"miércoles"
"2016/03/02","12",42.35309182,"miércoles"
"2016/03/02","13",41.03897428,"miércoles"
"2016/03/02","14",105.11319293,"miércoles"
"2016/03/02","15",100.06060082,"miércoles"
"2016/03/02","16",97.84642902,"miércoles"
"2016/03/02","17",93.84814318,"miércoles"
"2016/03/02","18",95.67451001,"miércoles"
"2016/03/02","19",103.10115386,"miércoles"
"2016/03/02","20",115.78265796,"miércoles"
"2016/03/02","21",117.997292,"miércoles"
"2016/03/02","22",112.17010691,"miércoles"
"2016/03/02","23",111.28483101,"miércoles"
"2016/03/02","24",42.58708373,"miércoles"
"2016/03/03","1",39.29615168,"jueves"
"2016/03/03","2",33.3015215,"jueves"
"2016/03/03","3",31.05903517,"jueves"
"2016/03/03","4",31.76188294,"jueves"
"2016/03/03","5",31.11470071,"jueves"
"2016/03/03","6",31.74313143,"jueves"
"2016/03/03","7",35.57082064,"jueves"
"2016/03/03","8",43.53755888,"jueves"
"2016/03/03","9",50.02203503,"jueves"
"2016/03/03","10",49.19425592,"jueves"
"2016/03/03","11",46.30456223,"jueves"
"2016/03/03","12",42.98301346,"jueves"
"2016/03/03","13",41.6739551,"jueves"
"2016/03/03","14",105.28740852,"jueves"
"2016/03/03","15",102.169292,"jueves"
"2016/03/03","16",100.84875815,"jueves"
"2016/03/03","17",99.66834113,"jueves"
"2016/03/03","18",100.99834355,"jueves"
"2016/03/03","19",106.18514181,"jueves"
"2016/03/03","20",121.06860032,"jueves"
"2016/03/03","21",122.96543436,"jueves"
"2016/03/03","22",121.36942542,"jueves"
"2016/03/03","23",120.26692337,"jueves"
"2016/03/03","24",47.44239496,"jueves"
"2016/03/04","1",45.87311168,"viernes"
"2016/03/04","2",36.94765186,"viernes"
"2016/03/04","3",33.31026481,"viernes"
"2016/03/04","4",31.43009776,"viernes"
"2016/03/04","5",29.82536071,"viernes"
"2016/03/04","6",30.37684884,"viernes"
"2016/03/04","7",32.24143323,"viernes"
"2016/03/04","8",41.62013929,"viernes"
"2016/03/04","9",52.37620503,"viernes"
"2016/03/04","10",48.83929428,"viernes"
"2016/03/04","11",46.17359018,"viernes"
"2016/03/04","12",37.243451,"viernes"
"2016/03/04","13",32.52025346,"viernes"
"2016/03/04","14",94.20795411,"viernes"
"2016/03/04","15",90.61361995,"viernes"
"2016/03/04","16",89.59596728,"viernes"
"2016/03/04","17",88.1496479,"viernes"
"2016/03/04","18",87.69588591,"viernes"
"2016/03/04","19",89.3086274,"viernes"
"2016/03/04","20",97.03369473,"viernes"
"2016/03/04","21",100.20519113,"viernes"
"2016/03/04","22",101.03357399,"viernes"
"2016/03/04","23",94.37634039,"viernes"
"2016/03/04","24",28.87310603,"viernes"
"2016/03/05","1",26.47979414,"sábado"
"2016/03/05","2",20.10865114,"sábado"
"2016/03/05","3",16.95361963,"sábado"
"2016/03/05","4",17.64701035,"sábado"
"2016/03/05","5",16.05253402,"sábado"
"2016/03/05","6",16.40663992,"sábado"
"2016/03/05","7",18.03849172,"sábado"
"2016/03/05","8",22.10096633,"sábado"
"2016/03/05","9",24.66374462,"sábado"
"2016/03/05","10",24.73739068,"sábado"
"2016/03/05","11",25.07306904,"sábado"
"2016/03/05","12",23.87418986,"sábado"
"2016/03/05","13",23.05139314,"sábado"
"2016/03/05","14",87.61186169,"sábado"
"2016/03/05","15",88.67879343,"sábado"
"2016/03/05","16",86.63639399,"sábado"
"2016/03/05","17",86.30485076,"sábado"
"2016/03/05","18",86.69812697,"sábado"
"2016/03/05","19",86.88668082,"sábado"
"2016/03/05","20",94.47628728,"sábado"
"2016/03/05","21",107.4882684,"sábado"
"2016/03/05","22",107.7429566,"sábado"
"2016/03/05","23",102.06537275,"sábado"
"2016/03/05","24",27.67080152,"sábado"
"2016/03/06","1",37.24564922,"domingo"
"2016/03/06","2",24.54330668,"domingo"
"2016/03/06","3",22.83258891,"domingo"
"2016/03/06","4",22.39875999,"domingo"
"2016/03/06","5",21.3232474,"domingo"
"2016/03/06","6",21.25238071,"domingo"
"2016/03/06","7",21.09224179,"domingo"
"2016/03/06","8",24.26887765,"domingo"
"2016/03/06","9",25.30341323,"domingo"
"2016/03/06","10",26.10278954,"domingo"
"2016/03/06","11",25.41703733,"domingo"
"2016/03/06","12",26.61319774,"domingo"
"2016/03/06","13",25.55220897,"domingo"
"2016/03/06","14",90.54649219,"domingo"
"2016/03/06","15",90.86924101,"domingo"
"2016/03/06","16",88.59145076,"domingo"
"2016/03/06","17",88.57124809,"domingo"
"2016/03/06","18",89.78249548,"domingo"
"2016/03/06","19",86.28367262,"domingo"
"2016/03/06","20",104.56078871,"domingo"
"2016/03/06","21",115.9329566,"domingo"
"2016/03/06","22",112.42082157,"domingo"
"2016/03/06","23",114.68622449,"domingo"
"2016/03/06","24",31.92392808,"domingo"
"2016/03/07","1",43.67048808,"lunes"
"2016/03/07","2",32.81475042,"lunes"
"2016/03/07","3",25.58672596,"lunes"
"2016/03/07","4",26.21585776,"lunes"
"2016/03/07","5",23.97926179,"lunes"
"2016/03/07","6",25.49080582,"lunes"
"2016/03/07","7",36.09111467,"lunes"
"2016/03/07","8",49.06194822,"lunes"
"2016/03/07","9",54.96662765,"lunes"
"2016/03/07","10",58.67371182,"lunes"
"2016/03/07","11",59.49684813,"lunes"
"2016/03/07","12",49.66072772,"lunes"
"2016/03/07","13",39.03648936,"lunes"
"2016/03/07","14",102.04937796,"lunes"
"2016/03/07","15",104.28619349,"lunes"
"2016/03/07","16",101.905292,"lunes"
"2016/03/07","17",96.58568057,"lunes"
"2016/03/07","18",98.85581417,"lunes"
"2016/03/07","19",101.23657007,"lunes"
"2016/03/07","20",114.1260038,"lunes"
"2016/03/07","21",121.80277262,"lunes"
"2016/03/07","22",120.47396753,"lunes"
"2016/03/07","23",109.21808455,"lunes"
"2016/03/07","24",42.6829166,"lunes"
"2016/03/08","1",40.46927168,"martes"
"2016/03/08","2",34.18396035,"martes"
"2016/03/08","3",30.66908884,"martes"
"2016/03/08","4",28.95293661,"martes"
"2016/03/08","5",31.28152438,"martes"
"2016/03/08","6",33.07739769,"martes"
"2016/03/08","7",34.25686431,"martes"
"2016/03/08","8",47.75423273,"martes"
"2016/03/08","9",51.79317806,"martes"
"2016/03/08","10",51.05968977,"martes"
"2016/03/08","11",48.31432608,"martes"
"2016/03/08","12",47.1225469,"martes"
"2016/03/08","13",44.33614895,"martes"
"2016/03/08","14",109.53379355,"martes"
"2016/03/08","15",107.49173703,"martes"
"2016/03/08","16",106.00521995,"martes"
"2016/03/08","17",104.38496852,"martes"
"2016/03/08","18",106.34372976,"martes"
"2016/03/08","19",118.12299361,"martes"
"2016/03/08","20",137.73872678,"martes"
"2016/03/08","21",135.65828883,"martes"
"2016/03/08","22",138.60869989,"martes"
"2016/03/08","23",119.19172604,"martes"
"2016/03/08","24",47.29619414,"martes"
"2016/03/09","1",47.48108701,"miércoles"
"2016/03/09","2",36.59338222,"miércoles"
"2016/03/09","3",32.7942733,"miércoles"
"2016/03/09","4",31.74674366,"miércoles"
"2016/03/09","5",31.57468143,"miércoles"
"2016/03/09","6",31.41071697,"miércoles"
"2016/03/09","7",33.57183841,"miércoles"
"2016/03/09","8",39.44588052,"miércoles"
"2016/03/09","9",44.24643667,"miércoles"
"2016/03/09","10",41.9181551,"miércoles"
"2016/03/09","11",40.400451,"miércoles"
"2016/03/09","12",37.49327182,"miércoles"
"2016/03/09","13",35.86461428,"miércoles"
"2016/03/09","14",99.70566293,"miércoles"
"2016/03/09","15",99.44758082,"miércoles"
"2016/03/09","16",94.57146902,"miércoles"
"2016/03/09","17",90.37394318,"miércoles"
"2016/03/09","18",90.68221001,"miércoles"
"2016/03/09","19",94.10505386,"miércoles"
"2016/03/09","20",101.95689796,"miércoles"
"2016/03/09","21",109.009292,"miércoles"
"2016/03/09","22",109.80571691,"miércoles"
"2016/03/09","23",104.16018101,"miércoles"
"2016/03/09","24",35.68305373,"miércoles"
"2016/03/10","1",37.87343168,"jueves"
"2016/03/10","2",28.4715215,"jueves"
"2016/03/10","3",24.61224517,"jueves"
"2016/03/10","4",24.54964294,"jueves"
"2016/03/10","5",23.36735071,"jueves"
"2016/03/10","6",24.08427143,"jueves"
"2016/03/10","7",30.69114064,"jueves"
"2016/03/10","8",40.06859888,"jueves"
"2016/03/10","9",40.64084503,"jueves"
"2016/03/10","10",39.59769592,"jueves"
"2016/03/10","11",36.24520223,"jueves"
"2016/03/10","12",32.21057346,"jueves"
"2016/03/10","13",31.6395551,"jueves"
"2016/03/10","14",96.50912852,"jueves"
"2016/03/10","15",96.421292,"jueves"
"2016/03/10","16",97.81125815,"jueves"
"2016/03/10","17",97.59252113,"jueves"
"2016/03/10","18",99.17344355,"jueves"
"2016/03/10","19",100.46873181,"jueves"
"2016/03/10","20",112.57836032,"jueves"
"2016/03/10","21",122.41527436,"jueves"
"2016/03/10","22",119.55214542,"jueves"
"2016/03/10","23",112.57408337,"jueves"
"2016/03/10","24",46.43759496,"jueves"
"2016/03/11","1",48.51887168,"viernes"
"2016/03/11","2",40.04185186,"viernes"
